,hhid_baseline,areaid,area_dropped,treatment,hh_size,adults,children,male_head,head_age,head_noeduc,spandana,othermfi,bank,informal,anyloan,spandana_amt,othermfi_amt,bank_amt,informal_amt,anyloan_amt,total_biz,female_biz,female_biz_pct,bizrev,bizexpense,bizinvestment,bizemployees,hours_weekbiz,total_exp_mo,nondurable_exp_mo,durables_exp_mo,home_durable_index
0,1,70,No,Treatment,6,5,1,1.0,48.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,35000.0,35000.0,1,0,0.0,2500.0,500.0,0.0,0.0,87.0,3845.0032,3761.669921875,83.33333587646484,2.7090404
1,2,70,No,Treatment,4,3,1,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3297.3367,3255.669921875,41.66666793823242,0.9077936
2,3,70,No,Treatment,5,4,1,1.0,45.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2721.4968,2679.830078125,41.66666793823242,1.648365
3,4,70,No,Treatment,4,4,0,1.0,54.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2480.0,2455.0,25.0,3.3548675
4,5,70,No,Treatment,5,5,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,7000.0,7000.0,0,0,,,,,,,5406.0,5281.0,125.0,1.4222305
5,6,70,No,Treatment,6,4,2,1.0,65.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,150000.0,150000.0,0,0,,,,,,,10936.667,10895.0,41.66666793823242,2.0818079
6,7,70,No,Treatment,4,4,0,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,2465.0,2465.0,0.0,1.4682188
7,8,70,No,Treatment,4,4,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,0,0,,,,,,,24978.33,24978.330078125,0.0,2.5284758
8,9,70,No,Treatment,4,2,2,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,2716.67,2716.669921875,0.0,1.1319077
9,10,70,No,Treatment,6,4,2,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,125000.0,125000.0,1,0,0.0,9000.0,940.0,0.0,0.0,56.0,6561.67,6561.669921875,0.0,2.4131055
10,11,70,No,Treatment,6,3,3,1.0,33.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,7428.3364,5511.669921875,1916.6666259765625,2.1929479
11,12,70,No,Treatment,5,2,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,2221.0,2221.0,0.0,0.69820064
12,13,70,No,Treatment,6,4,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2090.33,2090.330078125,0.0,2.1784542
13,14,70,No,Treatment,3,3,0,1.0,43.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,4150.0,4150.0,0.0,0.9640521
14,15,70,No,Treatment,6,2,4,1.0,40.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,6525.0034,4941.669921875,1583.3333740234375,1.847117
15,16,70,No,Treatment,4,2,2,1.0,28.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,0,0,,,,,,,7469.9966,5553.330078125,1916.6666259765625,2.4182022
16,17,70,No,Treatment,3,2,1,1.0,35.0,1.0,No,No,Yes,Yes,Yes,0.0,0.0,10000.0,51000.0,61000.0,0,0,,,,,,,3190.0,3190.0,0.0,0.86441356
17,18,70,No,Treatment,6,4,2,1.0,40.0,0.0,No,Yes,No,Yes,Yes,0.0,4000.0,0.0,16000.0,20000.0,0,0,,,,,,,6499.3335,6491.0,8.333333015441895,1.383095
18,19,70,No,Treatment,6,2,4,1.0,37.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2930.0,2930.0,0,0,,,,,,,2990.0,2990.0,0.0,0.9944449
19,20,70,No,Treatment,7,5,2,1.0,60.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,6445.0,6445.0,0.0,1.2397556
20,21,31,No,Treatment,9,7,2,1.0,46.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,33000.0,26800.0,0.0,2.0,57.0,5028.33,4778.330078125,250.00000762939453,4.104192
21,22,31,No,Treatment,4,2,2,1.0,39.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,4451.6665,4410.0,41.66666793823242,1.8014953
22,23,31,No,Treatment,7,5,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,45000.0,45000.0,1,0,0.0,6000.0,1150.0,0.0,0.0,0.0,5104.67,5104.669921875,0.0,2.2753122
23,24,31,No,Treatment,6,4,2,1.0,33.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,6069.0,5806.5,262.5,3.8371968
24,25,31,No,Treatment,4,2,2,1.0,33.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6145.3335,5887.0,258.3333282470703,1.9776442
25,26,31,No,Treatment,6,4,2,1.0,25.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3226.6667,3060.0,166.6666717529297,1.2632458
26,27,31,No,Treatment,3,3,0,0.0,40.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4808.3335,4775.0,33.33333206176758,2.0820143
27,28,31,No,Treatment,4,4,0,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200000.0,200000.0,0,0,,,,,,,19942.33,19942.330078125,0.0,2.1086493
28,29,31,No,Treatment,2,2,0,1.0,26.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,2515.5032,2432.169921875,83.33333587646484,2.447021
29,30,31,No,Treatment,5,2,3,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4328.67,4328.669921875,0.0,2.3346314
30,31,31,No,Treatment,5,4,1,1.0,59.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,10298.337,9631.669921875,666.6666870117188,3.119181
31,32,31,No,Treatment,4,2,2,1.0,26.0,0.0,No,Yes,No,No,Yes,0.0,1000.0,0.0,0.0,1000.0,0,0,,,,,,,3161.83,3061.830078125,100.0,1.7793597
32,33,31,No,Treatment,3,3,0,1.0,60.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,4986.5034,4903.169921875,83.33333587646484,2.019709
33,34,31,No,Treatment,5,2,3,1.0,37.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,2508.33,2508.330078125,0.0,1.4401008
34,35,31,No,Treatment,5,3,2,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,4603.33,4603.330078125,0.0,1.3683748
35,36,31,No,Treatment,3,2,1,1.0,33.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,2001.67,2001.6700439453125,0.0,1.3763579
36,37,31,No,Treatment,5,4,1,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,400000.0,400000.0,0,0,,,,,,,44616.67,44616.671875,0.0,3.071827
37,38,31,No,Treatment,5,4,1,1.0,31.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3190.0,3190.0,0.0,0.9551802
38,39,31,No,Treatment,4,2,2,1.0,35.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,2973.33,2973.330078125,0.0,0.87115306
39,40,31,No,Treatment,15,9,6,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,10642.333,9059.0,1583.3333129882812,3.1691408
40,41,8,No,Control,4,2,2,0.0,39.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,200000.0,200000.0,0,0,,,,,,,4476.0,4476.0,0.0,2.631305
41,42,8,No,Control,5,2,3,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,77000.0,77000.0,0,0,,,,,,,3756.3367,3464.669921875,291.66666412353516,1.5316093
42,43,8,No,Control,6,5,1,1.0,41.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,5400.0,833.3333,3500.0,0.0,13.0,19453.33,16500.830078125,2952.499975204468,4.681735
43,44,8,No,Control,5,2,3,1.0,31.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,4000.0,4000.0,0,0,,,,,,,3773.3367,3506.669921875,266.6666660308838,1.5869918
44,45,8,No,Control,4,4,0,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,5616.4966,4912.330078125,704.1666717529297,2.7436967
45,46,8,No,Control,7,5,2,1.0,47.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,3147.3367,3043.169921875,104.16666412353516,1.8426976
46,47,8,No,Control,6,6,0,1.0,53.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,60000.0,0,0,,,,,,,10147.497,9880.830078125,266.6666660308838,3.0902624
47,48,8,No,Control,2,2,0,1.0,55.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,120000.0,120000.0,0,0,,,,,,,2511.0032,2355.169921875,155.83333587646484,1.1304749
48,49,8,No,Control,4,2,2,1.0,27.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,500.0,0,0,,,,,,,2297.75,2237.75,60.0,1.2868165
49,50,8,No,Control,5,5,0,1.0,47.0,0.0,No,Yes,No,Yes,Yes,0.0,4000.0,0.0,13000.0,17000.0,1,1,1.0,2500.0,2000.0,0.0,0.0,112.0,4293.33,4268.330078125,25.0,1.420415
50,51,8,No,Control,5,2,3,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,25000.0,25000.0,0,0,,,,,,,2341.67,2341.669921875,0.0,1.5497923
51,52,8,No,Control,6,4,2,1.0,46.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,1,1,1.0,300.0,16.666666,0.0,0.0,63.0,4790.33,4790.330078125,0.0,2.036738
52,53,8,No,Control,3,2,1,1.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,3735.0,3735.0,0.0,1.458987
53,54,8,No,Control,10,6,4,0.0,65.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,5685.6665,5619.0,66.66666412353516,3.1907413
54,55,8,No,Control,6,5,1,0.0,46.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,18711.664,11003.330078125,7708.333084106445,4.4745994
55,56,8,No,Control,4,3,1,1.0,43.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3944.9968,3778.330078125,166.6666717529297,2.1415858
56,57,8,No,Control,3,3,0,1.0,22.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,21500.0,21500.0,0,0,,,,,,,5113.83,4938.830078125,175.0,1.375679
57,58,8,No,Control,4,4,0,1.0,60.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,3152.33,3127.330078125,25.0,1.9417291
58,59,8,No,Control,7,4,3,1.0,59.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,6000000.0,225000.0,6245000.0,2,0,0.0,60000.0,11542.857,0.0,1.0,56.0,7572.33,7572.330078125,0.0,3.0051844
59,60,8,No,Control,4,4,0,1.0,43.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,14013.33,13163.330078125,850.0,2.1694205
60,61,71,No,Control,2,2,0,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,1,0,0.0,3000.0,112.5,0.0,0.0,84.0,3310.3367,2968.669921875,341.66667652130127,2.1568239
61,62,71,No,Control,6,5,1,1.0,50.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,90000.0,165000.0,0,0,,,,,,,10687.0,10687.0,0.0,1.0285573
62,63,71,No,Control,4,3,1,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,63000.0,63000.0,0,0,,,,,,,1848.33,1848.3299560546875,0.0,0.9705453
63,64,71,No,Control,4,2,2,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,4000.0,4000.0,1,0,0.0,8000.0,1771.4286,0.0,0.0,32.0,6878.3364,6586.669921875,291.6666564941406,1.408026
64,65,71,No,Control,4,3,1,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,1,0,0.0,2300.0,191.66667,0.0,0.0,14.0,3402.67,3402.669921875,0.0,1.0779623
65,66,71,No,Control,5,4,1,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,130000.0,130000.0,1,0,0.0,13000.0,1071.4286,0.0,0.0,56.0,8762.997,8596.330078125,166.6666717529297,1.3272058
66,67,71,No,Control,4,2,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,1000.0,1000.0,0,0,,,,,,,2262.5,2262.5,0.0,0.56310964
67,68,71,No,Control,3,3,0,1.0,70.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,600000.0,600000.0,1,0,0.0,4000.0,642.8571,0.0,0.0,56.0,22621.83,22484.330078125,137.5,1.4893062
68,69,71,No,Control,8,4,4,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,1,1.0,39600.0,4305.7144,75.0,0.0,96.0,6534.17,6380.419921875,153.75,0.84970397
69,70,71,No,Control,5,4,1,1.0,58.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,100000.0,100000.0,0,0,,,,,,,16140.17,11390.169921875,4750.00016784668,3.828309
70,71,71,No,Control,6,3,3,1.0,45.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,26000.0,26000.0,0,0,,,,,,,4194.83,4194.830078125,0.0,4.007515
71,72,71,No,Control,7,4,3,1.0,50.0,1.0,,,,,,,,,,,0,0,,,,,,,8534.003,8450.669921875,83.33333587646484,2.414253
72,73,71,No,Control,6,3,3,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,2856.0,2856.0,0.0,1.8105178
73,74,71,No,Control,5,2,3,1.0,40.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,2800.0,183.33333,1200.0,0.0,20.0,3140.0,3040.0,100.0,0.93267304
74,75,71,No,Control,4,3,1,1.0,26.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,2900.8333,2717.5,183.3333282470703,1.0861598
75,76,71,No,Control,5,3,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,1,1.0,32000.0,2353.3333,2000.0,0.0,70.0,15322.5,15135.0,187.5000057220459,1.4375064
76,77,71,No,Control,3,3,0,1.0,50.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,30000.0,50000.0,80000.0,0,0,,,,,,,10235.333,8152.0,2083.333251953125,3.3674393
77,78,71,No,Control,4,3,1,1.0,51.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,940000.0,940000.0,1,0,0.0,3000.0,188.57143,0.0,0.0,0.0,7091.6665,6925.0,166.6666717529297,2.142067
78,79,71,No,Control,6,3,3,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,3276.67,3276.669921875,0.0,1.6436414
79,80,71,No,Control,4,4,0,1.0,60.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,4076.6633,3993.330078125,83.33333587646484,2.3455627
80,81,88,No,Treatment,5,4,1,1.0,40.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,30000.0,250000.0,280000.0,1,0,0.0,0.0,262090.0,18500.0,0.0,84.0,15420.663,12587.330078125,2833.3333282470703,3.745716
81,82,88,No,Treatment,4,3,1,1.0,40.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,1,1,1.0,450.0,41.666668,600.0,0.0,56.0,3080.33,3005.330078125,75.0,1.821306
82,83,88,No,Treatment,3,3,0,0.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,50000.0,50000.0,0,0,,,,,,,14295.67,11420.669921875,2874.999984741211,3.940579
83,84,88,No,Treatment,5,2,3,1.0,45.0,1.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,2000.0,0,0,,,,,,,4094.33,4094.330078125,0.0,1.9052284
84,85,88,No,Treatment,5,3,2,1.0,38.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,70000.0,70000.0,1,0,0.0,12000.0,1285.7142,2300.0,0.0,72.0,4582.8335,3949.5,633.3333435058594,2.8242714
85,86,88,No,Treatment,5,4,1,1.0,40.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,53000.0,20000.0,73000.0,0,0,,,,,,,7498.3335,5915.0,1583.3332977294922,3.3014271
86,87,88,No,Treatment,4,4,0,1.0,58.0,1.0,No,No,Yes,No,Yes,0.0,0.0,50000.0,0.0,50000.0,2,0,0.0,15800.0,3820.8333,29300.0,2.0,70.0,10904.333,8421.0,2483.333324432373,3.7705095
87,88,88,No,Treatment,4,2,2,1.0,45.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6039.33,5789.330078125,249.99999618530273,2.8514364
88,89,88,No,Treatment,4,2,2,1.0,30.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,30000.0,14285.715,0.0,5.0,70.0,2785.0,2747.5,37.5,1.6453111
89,90,88,No,Treatment,4,2,2,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,3000.0,3000.0,0,0,,,,,,,9292.003,6458.669921875,2833.3333740234375,2.2136552
90,91,88,No,Treatment,3,2,1,1.0,24.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,4797.0,4759.5,37.5,3.5979443
91,92,88,No,Treatment,4,3,1,0.0,49.0,1.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,3960.83,3935.830078125,25.0,1.5264509
92,93,88,No,Treatment,4,2,2,1.0,42.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,1,1.0,7000.0,1800.0,0.0,0.0,122.0,4566.3364,4537.169921875,29.16666603088379,2.4034264
93,94,88,No,Treatment,6,4,2,1.0,34.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,8666.67,8266.669921875,400.00000762939453,3.0937345
94,95,88,No,Treatment,4,2,2,1.0,34.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,4974.33,4924.330078125,50.0,2.9765935
95,96,88,No,Treatment,3,2,1,1.0,36.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,63000.0,1,0,0.0,5000.0,2750.0,0.0,1.0,108.0,4514.5034,4481.169921875,33.33333206176758,3.635696
96,97,88,No,Treatment,4,3,1,1.0,48.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,0,0,,,,,,,6055.0034,5971.669921875,83.33333587646484,3.3083339
97,98,88,No,Treatment,5,3,2,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,6739.0,6376.5,362.50000953674316,2.372512
98,99,88,No,Treatment,10,7,3,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,3675.17,3675.169921875,0.0,2.5324473
99,100,88,No,Treatment,5,3,2,1.0,41.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,8000.0,8000.0,16000.0,0,0,,,,,,,5274.83,5274.830078125,0.0,1.4755973
100,101,15,No,Control,5,5,0,1.0,40.0,0.0,,,,,,,,,,,1,1,1.0,1300.0,214.28572,0.0,0.0,99.0,4613.5,4263.5,350.00000953674316,1.6617658
101,102,15,No,Control,5,2,3,1.0,29.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6500.0,6500.0,0,0,,,,,,,3481.5032,3423.169921875,58.33333206176758,2.653001
102,103,15,No,Control,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,6000.0,6000.0,0,0,,,,,,,3008.17,3008.169921875,0.0,1.0951209
103,104,15,No,Control,8,8,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,80000.0,80000.0,0,0,,,,,,,6262.9966,6196.330078125,66.66666412353516,1.2177256
104,105,15,No,Control,4,2,2,1.0,32.0,0.0,No,No,No,No,No,0.0,0.0,0.0,0.0,0.0,1,0,0.0,4000.0,321.42856,0.0,0.0,63.0,4959.8335,4751.5,208.3333282470703,2.965812
105,106,15,No,Control,4,3,1,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,10000.0,0,0,,,,,,,6990.3364,5448.669921875,1541.6666831970215,2.3069775
106,107,15,No,Control,5,4,1,1.0,42.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,80600.0,110600.0,0,0,,,,,,,2768.67,2768.669921875,0.0,1.5569406
107,108,15,No,Control,4,2,2,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,2000.0,2000.0,0,0,,,,,,,4156.0,4031.0,125.0,2.022828
108,109,15,No,Control,5,4,1,1.0,50.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,40000.0,40000.0,1,0,0.0,70000.0,1666.6666,3000.0,0.0,30.0,13946.33,12446.330078125,1500.0,2.3908658
109,110,15,No,Control,9,5,4,0.0,52.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,600.0,600.0,0,0,,,,,,,9503.0,9228.0,274.99999237060547,3.5814128
110,111,15,No,Control,8,6,2,1.0,31.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,4187.0,4137.0,50.0,2.3895035
111,112,15,No,Control,6,3,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,60000.0,60000.0,0,0,,,,,,,2744.7468,2703.080078125,41.66666793823242,1.7543743
112,113,15,No,Control,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,31000.0,31000.0,0,0,,,,,,,2440.1667,2423.5,16.66666603088379,1.1253254
113,114,15,No,Control,5,4,1,1.0,29.0,0.0,No,Yes,Yes,Yes,Yes,0.0,15000.0,20000.0,4000.0,45000.0,0,0,,,,,,,3184.33,3184.330078125,0.0,2.2595372
114,115,15,No,Control,5,3,2,1.0,35.0,0.0,No,No,No,No,Yes,0.0,0.0,0.0,0.0,1000.0,0,0,,,,,,,1521.67,1509.1700439453125,12.5,1.6006694
115,116,15,No,Control,6,4,2,1.0,32.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,0,0,,,,,,,16931.83,10556.830078125,6374.999816894531,3.2136588
116,117,15,No,Control,5,3,2,1.0,40.0,0.0,No,No,Yes,Yes,Yes,0.0,0.0,105000.0,35000.0,140000.0,0,0,,,,,,,6892.6636,6809.330078125,83.33333587646484,3.7132401
117,118,15,No,Control,3,2,1,0.0,38.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,15000.0,15000.0,0,0,,,,,,,3974.83,3974.830078125,0.0,2.0245829
118,119,15,No,Control,5,5,0,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,1,1,1.0,5000.0,775.0,0.0,0.0,63.0,6611.3364,6444.669921875,166.6666717529297,1.8632479
119,120,15,No,Control,4,2,2,1.0,25.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,20000.0,20000.0,1,1,1.0,3000.0,1500.0,0.0,0.0,84.0,2739.3333,2606.0,133.33333206176758,1.7960348
120,121,209,Yes,,5,3,2,0.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,4000.0,4000.0,0,0,,,,,,,3779.5,3479.5,300.0,1.5996869
121,122,209,Yes,,4,3,1,1.0,46.0,1.0,No,No,Yes,Yes,Yes,0.0,0.0,149000.0,10000.0,159000.0,0,0,,,,,,,17029.92,16954.919921875,75.0,1.6006694
122,123,209,Yes,,10,8,2,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10000.0,10000.0,0,0,,,,,,,16059.003,15463.169921875,595.833324432373,2.4642177
123,124,209,Yes,,5,2,3,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,1,1,1.0,2100.0,0.0,550.0,0.0,84.0,4944.6665,4840.5,104.16666841506958,1.6618996
124,125,209,Yes,,4,2,2,1.0,30.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,2578.4968,2574.330078125,4.166666507720947,1.4296026
125,126,209,Yes,,5,2,3,1.0,28.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,12000.0,12000.0,0,0,,,,,,,3693.0,3530.5,162.5,1.9954932
126,127,209,Yes,,5,3,2,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,10800.0,10800.0,0,0,,,,,,,3070.08,3070.080078125,0.0,1.1615788
127,128,209,Yes,,7,4,3,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,52000.0,52000.0,0,0,,,,,,,8110.9966,7669.330078125,441.6666564941406,1.2418678
128,129,209,Yes,,2,2,0,0.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,25000.0,25000.0,0,0,,,,,,,6275.67,6175.669921875,100.0,1.5866964
129,130,209,Yes,,6,3,3,1.0,45.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,7686.0034,6755.169921875,930.8333129882812,1.5124778
130,131,209,Yes,,6,2,4,1.0,35.0,0.0,No,No,No,Yes,Yes,0.0,0.0,0.0,7000.0,7000.0,0,0,,,,,,,5566.0034,5435.169921875,130.8333339691162,1.5847948
131,132,209,Yes,,6,2,4,1.0,30.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,30000.0,30000.0,0,0,,,,,,,4167.0,4167.0,0.0,1.2456625
132,133,209,Yes,,4,2,2,1.0,35.0,1.0,No,No,No,Yes,Yes,0.0,0.0,0.0,5000.0,5000.0,0,0,,,,,,,3434.1667,3347.5,86.66666603088379,1.90804
133,134,209,Yes,,5,2,3,1.0,35.0,0.0,No,Yes,No,Yes,Yes,0.0,17000.0,0.0,103000.0,120000.0,1,0,0.0,10000.0,500.0,0.0,0.0,70.0,9930.0,7476.25,2453.749927520752,1.7541306
